User,Context,Amount,acousticness,danceability,energy,instrumentalness,key,liveness,loudness,speechiness,tempo,valence
1002,free road,0,0.00000,0.00000,0.00000,0.00000,0,0.00000,0.00000,0.00000,0.00000,0.00000
1002,serpentine,0,0.00000,0.00000,0.00000,0.00000,0,0.00000,0.00000,0.00000,0.00000,0.00000
1002,highway,2,0.24020,1.48200,1.80000,0.06610,11,0.40530,1.68060,0.12770,1.26940,1.57400
1002,day time,1,0.00400,0.47000,0.79700,0.00000,7,0.12800,0.86720,0.04420,0.59010,0.15700
1002,afternoon,1,0.00500,0.69200,0.67900,0.00000,3,0.32700,0.83220,0.15500,0.40910,0.93400
1002,happy,0,0.00000,0.00000,0.00000,0.00000,0,0.00000,0.00000,0.00000,0.00000,0.00000
1002,sport driving,4,0.18770,2.58500,3.43200,0.00000,16,0.28590,3.47920,0.23040,2.33600,2.24200
1003,sunny,0,0.00000,0.00000,0.00000,0.00000,0,0.00000,0.00000,0.00000,0.00000,0.00000
1003,snowing,0,0.00000,0.00000,0.00000,0.00000,0,0.00000,0.00000,0.00000,0.00000,0.00000
1003,rainy,1,0.57400,0.55000,0.29900,0.00550,4,0.14900,0.57950,0.02970,0.57640,0.30800
1003,cloudy,0,0.00000,0.00000,0.00000,0.00000,0,0.00000,0.00000,0.00000,0.00000,0.00000
1003,traffic jam,0,0.00000,0.00000,0.00000,0.00000,0,0.00000,0.00000,0.00000,0.00000,0.00000
1003,lots of cars,1,0.57400,0.55000,0.29900,0.00550,4,0.14900,0.57950,0.02970,0.57640,0.30800
1003,sleepy,0,0.00000,0.00000,0.00000,0.00000,0,0.00000,0.00000,0.00000,0.00000,0.00000
1003,awake,0,0.00000,0.00000,0.00000,0.00000,0,0.00000,0.00000,0.00000,0.00000,0.00000
1003,city,0,0.00000,0.00000,0.00000,0.00000,0,0.00000,0.00000,0.00000,0.00000,0.00000
1003,night,0,0.00000,0.00000,0.00000,0.00000,0,0.00000,0.00000,0.00000,0.00000,0.00000
1003,morning,2,0.15190,1.75600,1.47700,0.00150,12,0.23160,1.63780,0.22400,1.09590,1.28300
1003,sad,0,0.00000,0.00000,0.00000,0.00000,0,0.00000,0.00000,0.00000,0.00000,0.00000
1003,lazy,0,0.00000,0.00000,0.00000,0.00000,0,0.00000,0.00000,0.00000,0.00000,0.00000
1003,active,0,0.00000,0.00000,0.00000,0.00000,0,0.00000,0.00000,0.00000,0.00000,0.00000
1003,urban,0,0.00000,0.00000,0.00000,0.00000,0,0.00000,0.00000,0.00000,0.00000,0.00000
1003,mountains,0,0.00000,0.00000,0.00000,0.00000,0,0.00000,0.00000,0.00000,0.00000,0.00000
1003,country side,0,0.00000,0.00000,0.00000,0.00000,0,0.00000,0.00000,0.00000,0.00000,0.00000
1003,coast line,0,0.00000,0.00000,0.00000,0.00000,0,0.00000,0.00000,0.00000,0.00000,0.00000
1003,relaxed driving,0,0.00000,0.00000,0.00000,0.00000,0,0.00000,0.00000,0.00000,0.00000,0.00000
1003,free road,0,0.00000,0.00000,0.00000,0.00000,0,0.00000,0.00000,0.00000,0.00000,0.00000
1003,serpentine,0,0.00000,0.00000,0.00000,0.00000,0,0.00000,0.00000,0.00000,0.00000,0.00000
1003,highway,0,0.00000,0.00000,0.00000,0.00000,0,0.00000,0.00000,0.00000,0.00000,0.00000
1003,day time,0,0.00000,0.00000,0.00000,0.00000,0,0.00000,0.00000,0.00000,0.00000,0.00000
1003,afternoon,0,0.00000,0.00000,0.00000,0.00000,0,0.00000,0.00000,0.00000,0.00000,0.00000
1003,happy,0,0.00000,0.00000,0.00000,0.00000,0,0.00000,0.00000,0.00000,0.00000,0.00000
1003,sport driving,0,0.00000,0.00000,0.00000,0.00000,0,0.00000,0.00000,0.00000,0.00000,0.00000
1004,sunny,1,0.00190,0.90800,0.61300,0.65100,0,0.11400,0.78860,0.05540,0.55510,0.25000
1004,snowing,0,0.00000,0.00000,0.00000,0.00000,0,0.00000,0.00000,0.00000,0.00000,0.00000
1004,rainy,0,0.00000,0.00000,0.00000,0.00000,0,0.00000,0.00000,0.00000,0.00000,0.00000
1004,cloudy,0,0.00000,0.00000,0.00000,0.00000,0,0.00000,0.00000,0.00000,0.00000,0.00000
1004,traffic jam,0,0.00000,0.00000,0.00000,0.00000,0,0.00000,0.00000,0.00000,0.00000,0.00000
1004,lots of cars,0,0.00000,0.00000,0.00000,0.00000,0,0.00000,0.00000,0.00000,0.00000,0.00000
1004,sleepy,0,0.00000,0.00000,0.00000,0.00000,0,0.00000,0.00000,0.00000,0.00000,0.00000
1004,awake,1,0.00190,0.90800,0.61300,0.65100,0,0.11400,0.78860,0.05540,0.55510,0.25000
1004,city,0,0.00000,0.00000,0.00000,0.00000,0,0.00000,0.00000,0.00000,0.00000,0.00000
1004,night,0,0.00000,0.00000,0.00000,0.00000,0,0.00000,0.00000,0.00000,0.00000,0.00000
1004,morning,0,0.00000,0.00000,0.00000,0.00000,0,0.00000,0.00000,0.00000,0.00000,0.00000
1004,sad,0,0.00000,0.00000,0.00000,0.00000,0,0.00000,0.00000,0.00000,0.00000,0.00000
1004,lazy,0,0.00000,0.00000,0.00000,0.00000,0,0.00000,0.00000,0.00000,0.00000,0.00000
1004,active,0,0.00000,0.00000,0.00000,0.00000,0,0.00000,0.00000,0.00000,0.00000,0.00000
1004,urban,1,0.03290,0.80600,0.74700,0.00000,8,0.11400,0.87500,0.08710,0.53650,0.71000
1004,mountains,0,0.00000,0.00000,0.00000,0.00000,0,0.00000,0.00000,0.00000,0.00000,0.00000
1004,country side,0,0.00000,0.00000,0.00000,0.00000,0,0.00000,0.00000,0.00000,0.00000,0.00000
1004,coast line,0,0.00000,0.00000,0.00000,0.00000,0,0.00000,0.00000,0.00000,0.00000,0.00000
1004,relaxed driving,1,0.00190,0.90800,0.61300,0.65100,0,0.11400,0.78860,0.05540,0.55510,0.25000
1004,free road,0,0.00000,0.00000,0.00000,0.00000,0,0.00000,0.00000,0.00000,0.00000,0.00000
1004,serpentine,0,0.00000,0.00000,0.00000,0.00000,0,0.00000,0.00000,0.00000,0.00000,0.00000
1004,highway,0,0.00000,0.00000,0.00000,0.00000,0,0.00000,0.00000,0.00000,0.00000,0.00000
1004,day time,0,0.00000,0.00000,0.00000,0.00000,0,0.00000,0.00000,0.00000,0.00000,0.00000
1004,afternoon,0,0.00000,0.00000,0.00000,0.00000,0,0.00000,0.00000,0.00000,0.00000,0.00000
1004,happy,1,0.03290,0.80600,0.74700,0.00000,8,0.11400,0.87500,0.08710,0.53650,0.71000
1004,sport driving,0,0.00000,0.00000,0.00000,0.00000,0,0.00000,0.00000,0.00000,0.00000,0.00000
1005,sunny,0,0.00000,0.00000,0.00000,0.00000,0,0.00000,0.00000,0.00000,0.00000,0.00000
1005,snowing,0,0.00000,0.00000,0.00000,0.00000,0,0.00000,0.00000,0.00000,0.00000,0.00000
1005,rainy,1,0.82700,0.61400,0.23300,0.19800,5,0.13000,0.52590,0.05680,0.57390,0.44800
1005,cloudy,1,0.00180,0.55600,0.90400,0.00000,11,0.06130,0.86910,0.04690,0.62720,0.63200
1005,traffic jam,0,0.00000,0.00000,0.00000,0.00000,0,0.00000,0.00000,0.00000,0.00000,0.00000
1005,lots of cars,0,0.00000,0.00000,0.00000,0.00000,0,0.00000,0.00000,0.00000,0.00000,0.00000
1005,sleepy,2,0.86840,1.39500,0.93600,0.21160,6,0.26100,1.31770,0.08880,1.15940,1.27700
1005,awake,1,0.99600,0.43600,0.17800,0.91200,5,0.25900,0.66600,0.04480,0.50840,0.46400
1005,city,0,0.00000,0.00000,0.00000,0.00000,0,0.00000,0.00000,0.00000,0.00000,0.00000
1005,night,1,0.04140,0.78100,0.70300,0.01360,1,0.13100,0.79180,0.03200,0.58550,0.82900
1005,morning,0,0.00000,0.00000,0.00000,0.00000,0,0.00000,0.00000,0.00000,0.00000,0.00000
1005,sad,2,0.11930,1.42200,1.28200,0.01580,21,0.12160,1.79810,0.07050,0.89140,1.46400
1005,lazy,1,0.00010,0.48500,0.91100,0.00000,3,0.09200,0.85630,0.03550,0.40890,0.56800
1005,active,2,0.02920,1.06900,1.56500,0.00000,14,0.17930,1.69910,0.09080,1.44590,1.09300
1005,urban,1,0.60600,0.51100,0.58300,0.00000,2,0.98100,0.77020,0.13700,0.78260,0.66600
1005,mountains,0,0.00000,0.00000,0.00000,0.00000,0,0.00000,0.00000,0.00000,0.00000,0.00000
1005,country side,0,0.00000,0.00000,0.00000,0.00000,0,0.00000,0.00000,0.00000,0.00000,0.00000
1005,coast line,1,0.13500,0.53600,0.57400,0.00000,10,0.11400,0.89250,0.03030,0.76380,0.57500
1005,relaxed driving,3,0.15240,2.00800,2.07500,0.00780,14,0.36260,2.41750,0.15500,1.83460,2.13700
1005,free road,2,0.12500,1.49500,1.41400,0.00780,11,0.24460,1.58750,0.11110,1.01590,1.67600
1005,serpentine,2,0.81560,1.70400,1.10500,0.01580,19,0.15090,1.64310,0.11240,0.98790,1.62700
1005,highway,3,0.09180,2.10800,1.99200,0.02460,21,0.32800,2.38000,0.12710,1.66660,2.18700
1005,day time,1,0.09570,0.50200,0.62800,0.00000,10,0.08570,0.87440,0.03040,0.35940,0.61700
1005,afternoon,1,0.02360,0.92000,0.65400,0.01580,11,0.03590,0.92370,0.04010,0.53200,0.84700
1005,happy,1,0.03220,0.70300,0.82600,0.00630,10,0.17900,0.82050,0.03410,0.47070,0.94500
1005,sport driving,2,0.09290,1.27700,1.49900,0.00150,4,0.15760,1.62330,0.11250,0.95410,1.29900
1006,sunny,1,0.17300,0.70600,0.75100,0.00000,9,0.16800,0.84190,0.07080,0.41380,0.19500
1006,snowing,5,3.19490,2.47400,1.97900,3.25900,28,0.81700,3.52440,0.23450,2.86250,2.24440
1006,rainy,4,1.97840,2.58100,1.79310,1.17110,24,0.55720,2.63650,0.34600,2.10270,1.71300
1006,cloudy,7,1.92170,4.35800,4.26510,0.50660,14,1.47400,5.04110,0.27320,4.32810,4.34000
1006,traffic jam,4,1.33050,2.73900,2.33700,0.00620,18,0.55790,3.20180,0.17040,2.14600,1.76300
1006,lots of cars,4,0.70480,2.84500,2.76600,0.00120,14,0.85920,3.28920,0.27050,2.10260,2.57300
1006,sleepy,2,0.79900,1.16300,1.47900,0.10400,8,0.26030,1.56780,0.14390,1.46980,1.28000
1006,awake,5,0.23490,3.09500,3.20400,0.22730,36,1.49860,4.04430,0.31410,2.53270,2.80300
1006,city,11,2.74780,6.84100,6.65200,1.61640,72,1.44650,8.78260,0.84010,5.49320,5.44840
1006,night,3,0.71180,1.78500,2.48900,0.41000,14,0.35260,2.64240,0.13930,1.68390,1.37900
1006,morning,6,0.72920,3.63000,4.17800,0.07510,29,1.32200,4.80670,0.52260,3.09460,4.15700
1006,sad,0,0.00000,0.00000,0.00000,0.00000,0,0.00000,0.00000,0.00000,0.00000,0.00000
1006,lazy,4,0.24080,2.93600,2.77300,0.00210,39,1.20600,3.37320,0.25650,2.16670,1.96900
1006,active,2,1.13900,1.06500,1.19900,0.81800,16,0.33100,1.51490,0.10520,1.03010,0.94400
1006,urban,4,0.35830,2.42500,2.65300,0.61500,26,0.64930,3.35640,0.29850,2.24130,2.10440
1006,mountains,6,1.39430,4.18600,4.44500,0.65200,27,1.15430,4.96380,0.40810,3.34600,2.99500
1006,country side,4,2.12900,2.89800,2.42500,0.00110,17,0.63660,3.14620,0.29060,1.84820,2.75400
1006,coast line,3,0.01570,2.01500,2.64400,0.00020,3,0.21320,2.67920,0.09830,1.64510,2.13300
1006,relaxed driving,6,0.85630,4.06900,3.96100,0.01440,39,0.91800,4.84450,0.55380,3.02730,3.53700
1006,free road,5,0.52240,3.40500,3.39300,0.65270,26,0.60200,4.18520,0.23130,2.69940,1.49300
1006,serpentine,2,0.84150,1.15900,0.65300,0.19800,11,0.26200,1.00510,0.35580,1.11910,1.01100
1006,highway,7,2.86330,4.11800,3.78100,1.39690,35,1.39260,5.25850,0.36140,3.81940,3.91300
1006,day time,1,0.04440,0.61500,0.71100,0.00000,11,0.14500,0.86230,0.07790,0.65470,0.71100
1006,afternoon,6,0.76880,4.04900,3.48600,0.65130,22,1.12700,4.65750,0.54270,2.86480,2.37600
1006,happy,1,0.00290,0.53200,0.76700,0.00050,7,0.39000,0.86230,0.05740,0.57890,0.75500
1006,sport driving,10,0.35290,6.74800,6.75400,0.06870,52,1.44480,8.02750,0.74340,5.44760,5.02400
1007,sunny,1,0.15200,0.67600,0.64200,0.00000,0,0.14000,0.84000,0.05900,0.57270,0.37400
1007,snowing,0,0.00000,0.00000,0.00000,0.00000,0,0.00000,0.00000,0.00000,0.00000,0.00000
1007,rainy,0,0.00000,0.00000,0.00000,0.00000,0,0.00000,0.00000,0.00000,0.00000,0.00000
1007,cloudy,0,0.00000,0.00000,0.00000,0.00000,0,0.00000,0.00000,0.00000,0.00000,0.00000
1007,traffic jam,0,0.00000,0.00000,0.00000,0.00000,0,0.00000,0.00000,0.00000,0.00000,0.00000
1007,lots of cars,0,0.00000,0.00000,0.00000,0.00000,0,0.00000,0.00000,0.00000,0.00000,0.00000
1007,sleepy,1,0.00190,0.90800,0.61300,0.65100,0,0.11400,0.78860,0.05540,0.55510,0.25000
1007,awake,1,0.87700,0.71300,0.25800,0.00610,9,0.09670,0.63520,0.03840,0.44910,0.56000
1007,city,1,0.98700,0.37400,0.40500,0.91400,6,0.12700,0.61740,0.03650,0.78750,0.27400
1007,night,1,0.00190,0.90800,0.61300,0.65100,0,0.11400,0.78860,0.05540,0.55510,0.25000
1007,morning,0,0.00000,0.00000,0.00000,0.00000,0,0.00000,0.00000,0.00000,0.00000,0.00000
1007,sad,0,0.00000,0.00000,0.00000,0.00000,0,0.00000,0.00000,0.00000,0.00000,0.00000
1007,lazy,0,0.00000,0.00000,0.00000,0.00000,0,0.00000,0.00000,0.00000,0.00000,0.00000
1007,active,1,0.87700,0.71300,0.25800,0.00610,9,0.09670,0.63520,0.03840,0.44910,0.56000
1007,urban,0,0.00000,0.00000,0.00000,0.00000,0,0.00000,0.00000,0.00000,0.00000,0.00000
1007,mountains,1,0.87700,0.71300,0.25800,0.00610,9,0.09670,0.63520,0.03840,0.44910,0.56000
1007,country side,1,0.15200,0.67600,0.64200,0.00000,0,0.14000,0.84000,0.05900,0.57270,0.37400
1007,coast line,0,0.00000,0.00000,0.00000,0.00000,0,0.00000,0.00000,0.00000,0.00000,0.00000
1007,relaxed driving,0,0.00000,0.00000,0.00000,0.00000,0,0.00000,0.00000,0.00000,0.00000,0.00000
1007,free road,1,0.00190,0.90800,0.61300,0.65100,0,0.11400,0.78860,0.05540,0.55510,0.25000
1007,serpentine,0,0.00000,0.00000,0.00000,0.00000,0,0.00000,0.00000,0.00000,0.00000,0.00000
1007,highway,0,0.00000,0.00000,0.00000,0.00000,0,0.00000,0.00000,0.00000,0.00000,0.00000
1007,day time,0,0.00000,0.00000,0.00000,0.00000,0,0.00000,0.00000,0.00000,0.00000,0.00000
1007,afternoon,0,0.00000,0.00000,0.00000,0.00000,0,0.00000,0.00000,0.00000,0.00000,0.00000
1007,happy,0,0.00000,0.00000,0.00000,0.00000,0,0.00000,0.00000,0.00000,0.00000,0.00000
1007,sport driving,0,0.00000,0.00000,0.00000,0.00000,0,0.00000,0.00000,0.00000,0.00000,0.00000
1008,sunny,0,0.00000,0.00000,0.00000,0.00000,0,0.00000,0.00000,0.00000,0.00000,0.00000
1008,snowing,0,0.00000,0.00000,0.00000,0.00000,0,0.00000,0.00000,0.00000,0.00000,0.00000
1008,rainy,0,0.00000,0.00000,0.00000,0.00000,0,0.00000,0.00000,0.00000,0.00000,0.00000
1008,cloudy,0,0.00000,0.00000,0.00000,0.00000,0,0.00000,0.00000,0.00000,0.00000,0.00000
1008,traffic jam,0,0.00000,0.00000,0.00000,0.00000,0,0.00000,0.00000,0.00000,0.00000,0.00000
1008,lots of cars,0,0.00000,0.00000,0.00000,0.00000,0,0.00000,0.00000,0.00000,0.00000,0.00000
1008,sleepy,0,0.00000,0.00000,0.00000,0.00000,0,0.00000,0.00000,0.00000,0.00000,0.00000
1008,awake,0,0.00000,0.00000,0.00000,0.00000,0,0.00000,0.00000,0.00000,0.00000,0.00000
1008,city,0,0.00000,0.00000,0.00000,0.00000,0,0.00000,0.00000,0.00000,0.00000,0.00000
1008,night,0,0.00000,0.00000,0.00000,0.00000,0,0.00000,0.00000,0.00000,0.00000,0.00000
1008,morning,0,0.00000,0.00000,0.00000,0.00000,0,0.00000,0.00000,0.00000,0.00000,0.00000
1008,sad,0,0.00000,0.00000,0.00000,0.00000,0,0.00000,0.00000,0.00000,0.00000,0.00000
1008,lazy,0,0.00000,0.00000,0.00000,0.00000,0,0.00000,0.00000,0.00000,0.00000,0.00000
1008,active,0,0.00000,0.00000,0.00000,0.00000,0,0.00000,0.00000,0.00000,0.00000,0.00000
1008,urban,0,0.00000,0.00000,0.00000,0.00000,0,0.00000,0.00000,0.00000,0.00000,0.00000
1008,mountains,0,0.00000,0.00000,0.00000,0.00000,0,0.00000,0.00000,0.00000,0.00000,0.00000
1008,country side,2,0.15850,1.36600,1.60400,0.06040,2,0.22340,1.80990,0.09440,0.92970,1.09200
1008,coast line,1,0.07950,0.57300,0.91600,0.00000,0,0.07840,0.91530,0.06160,0.38400,0.87100
1008,relaxed driving,2,0.86700,1.31000,0.93400,0.06140,11,0.27800,1.59480,0.06360,1.02410,0.74600
1008,free road,2,1.02500,1.19300,0.94500,0.97440,2,0.24700,1.54880,0.07550,1.03260,0.31750
1008,serpentine,1,0.25200,0.50100,0.40700,0.00030,9,0.12800,0.67140,0.30500,0.35070,0.72200
1008,highway,1,0.00070,0.53900,0.82800,0.42100,4,0.15400,0.77230,0.03500,0.47840,0.56200
1008,day time,1,0.38200,0.53900,0.88400,0.00170,9,0.76000,0.83670,0.04030,0.45820,0.75200
1008,afternoon,0,0.00000,0.00000,0.00000,0.00000,0,0.00000,0.00000,0.00000,0.00000,0.00000
1008,happy,4,1.12080,2.25700,2.27700,0.01870,18,0.84940,3.15300,0.42620,1.78100,2.35700
1008,sport driving,1,0.38200,0.53900,0.88400,0.00170,9,0.76000,0.83670,0.04030,0.45820,0.75200
1009,sunny,5,2.35600,3.06300,2.68000,0.28040,17,0.62960,3.72030,0.23060,2.44570,2.66200
1009,snowing,2,1.08200,1.20400,0.74000,0.00000,14,0.16160,1.35440,0.08090,1.11480,1.53400
1009,rainy,1,0.97600,0.54600,0.16900,0.00000,6,0.13300,0.65370,0.03770,0.43770,0.54900
1009,cloudy,6,2.63350,3.42600,2.78600,1.13510,31,1.44000,4.20600,0.59850,2.83760,3.31600
1009,traffic jam,3,1.88500,1.84700,1.46200,0.19920,13,1.07400,2.05140,0.30080,1.57430,1.71800
1009,lots of cars,2,1.15000,0.97100,1.02300,0.82800,17,1.14800,1.46070,0.07230,1.19480,1.09400
1009,sleepy,2,1.49100,0.86500,0.88200,0.81910,9,0.39700,1.32910,0.16340,0.98230,1.24700
1009,awake,6,3.29470,3.35800,3.03000,2.02550,18,1.40500,4.21840,0.36460,3.31990,3.11850
1009,city,2,0.54700,1.08900,1.06200,0.00050,8,0.16260,1.43210,0.09940,1.35090,1.56200
1009,night,5,2.14550,2.46600,3.17700,1.74400,35,0.91700,3.79840,0.23670,2.77740,2.52950
1009,morning,2,0.20320,1.17200,1.38900,0.92930,14,0.26520,1.56660,0.06380,0.88430,1.01000
1009,sad,3,1.38700,1.63700,1.17600,0.30400,4,0.97800,2.01020,0.13750,1.39680,1.41700
1009,lazy,2,1.17900,1.04000,0.73900,0.91330,11,0.48400,1.28710,0.35500,0.76400,1.61000
1009,active,1,0.00290,0.53200,0.76700,0.00050,7,0.39000,0.86230,0.05740,0.57890,0.75500
1009,urban,4,2.29500,2.16600,1.86100,1.83500,21,0.78020,2.90360,0.24420,1.93530,1.74900
1009,mountains,2,0.18670,1.33200,1.65200,0.00000,6,0.46360,1.74240,0.07000,1.03740,1.23300
1009,country side,2,1.24800,0.93700,0.58500,0.91230,14,0.38700,1.33740,0.34980,0.85910,1.18600
1009,coast line,8,3.89500,4.82200,4.33500,0.95020,29,2.51820,5.86800,0.53110,4.23460,4.01100
1009,relaxed driving,7,2.53270,4.06000,3.41800,0.28120,45,1.44200,5.24270,0.87820,3.25110,3.27600
1009,free road,3,0.69900,1.80400,2.01300,0.00050,14,0.46460,2.26990,0.23140,1.92650,2.23300
1009,serpentine,5,2.62130,2.71200,2.39800,0.93240,8,0.99500,3.70250,0.25620,2.85830,2.26950
1009,highway,3,0.44160,1.74800,1.99700,0.00030,16,0.31760,2.44240,0.38000,1.29170,1.88500
1009,day time,0,0.00000,0.00000,0.00000,0.00000,0,0.00000,0.00000,0.00000,0.00000,0.00000
1009,afternoon,0,0.00000,0.00000,0.00000,0.00000,0,0.00000,0.00000,0.00000,0.00000,0.00000
1009,happy,3,1.32440,1.81700,1.96400,0.91470,18,1.18610,2.30600,0.17700,1.43040,2.41800
1009,sport driving,5,0.46340,3.51000,4.24600,0.04870,13,1.69220,4.31790,0.39560,2.75590,3.53700
1010,sunny,0,0.00000,0.00000,0.00000,0.00000,0,0.00000,0.00000,0.00000,0.00000,0.00000
1010,snowing,0,0.00000,0.00000,0.00000,0.00000,0,0.00000,0.00000,0.00000,0.00000,0.00000
1010,rainy,1,0.52500,0.50600,0.43400,0.00110,2,0.23400,0.65610,0.12900,0.36600,0.49800
1010,cloudy,0,0.00000,0.00000,0.00000,0.00000,0,0.00000,0.00000,0.00000,0.00000,0.00000
1010,traffic jam,0,0.00000,0.00000,0.00000,0.00000,0,0.00000,0.00000,0.00000,0.00000,0.00000
1010,lots of cars,2,1.21600,0.94000,1.04400,0.69000,15,0.42940,1.43100,0.48290,0.76360,0.63700
1010,sleepy,0,0.00000,0.00000,0.00000,0.00000,0,0.00000,0.00000,0.00000,0.00000,0.00000
1010,awake,0,0.00000,0.00000,0.00000,0.00000,0,0.00000,0.00000,0.00000,0.00000,0.00000
1010,city,0,0.00000,0.00000,0.00000,0.00000,0,0.00000,0.00000,0.00000,0.00000,0.00000
1010,night,0,0.00000,0.00000,0.00000,0.00000,0,0.00000,0.00000,0.00000,0.00000,0.00000
1010,morning,0,0.00000,0.00000,0.00000,0.00000,0,0.00000,0.00000,0.00000,0.00000,0.00000
1010,sad,0,0.00000,0.00000,0.00000,0.00000,0,0.00000,0.00000,0.00000,0.00000,0.00000
1010,lazy,1,0.97600,0.30900,0.25800,0.69000,9,0.09240,0.61680,0.04590,0.33890,0.11500
1010,active,1,0.31500,0.61700,0.87500,0.00000,5,0.10300,0.88900,0.04180,0.53170,0.50400
